,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
4466,8129,17000,3.0,2,2200,3,7.0,1,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
4468,3596,5495,2.0,2,1000,4,50.0,15,1,0,0,0,1,0,0,0,Midtown,Manhattan
4470,3891,3215,1.0,1,554,6,5.0,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4471,1840,3355,1.0,1,602,7,28.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4472,3060,8800,3.0,3,1685,11,31.0,15,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4474,2270,6179,2.0,2,1004,4,7.0,19,1,1,0,1,1,1,1,1,Upper West Side,Manhattan
4476,11331,3460,1.0,1,653,4,8.0,18,1,0,1,0,1,1,0,0,Upper West Side,Manhattan
4478,5238,2400,1.0,1,500,2,4.0,116,0,0,0,1,1,1,0,0,Upper West Side,Manhattan
4480,8748,4250,1.0,1,732,2,11.0,92,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
4481,8621,2625,0.5,1,396,4,14.0,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
4482,1856,3950,0.0,1,500,3,3.0,86,0,0,1,1,1,1,0,0,West Village,Manhattan
4484,10423,3011,1.0,0,550,2,20.0,54,1,0,0,0,0,0,0,0,Financial District,Manhattan
4485,2642,5000,1.0,1,706,3,7.0,116,0,0,0,0,0,0,0,0,Flatiron,Manhattan
4486,3159,3700,1.0,1,760,5,41.0,30,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4487,6048,2790,1.0,1,700,2,2.0,81,1,0,0,1,1,0,1,1,Upper West Side,Manhattan
4488,7673,6873,2.0,2,1231,2,20.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4489,1638,8500,2.0,2,1250,1,6.0,9,0,0,0,0,0,0,0,0,Soho,Manhattan
4490,242,7650,2.0,2,1266,2,25.0,11,1,1,1,0,0,1,0,0,Midtown,Manhattan
4491,3012,2600,2.0,1,950,3,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4493,7005,3450,0.0,1,550,4,37.0,12,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4494,6370,4400,2.0,2,1035,10,4.0,18,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4495,2772,2900,0.0,1,556,3,30.0,13,0,0,0,0,0,0,0,0,Midtown,Manhattan
4497,1692,3700,2.0,1,973,6,18.0,30,0,0,1,1,0,1,0,0,Upper East Side,Manhattan
4498,3962,3500,1.0,1,705,5,3.0,30,1,0,0,0,0,1,0,0,Upper East Side,Manhattan
4499,8371,2900,0.0,1,497,15,30.0,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4504,9733,1925,0.0,1,300,6,4.0,106,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
4505,5926,4500,1.0,1,959,2,11.0,106,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4506,2475,4745,1.0,1,808,43,6.0,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4507,4255,3700,1.0,1,700,1,2.0,115,0,0,0,0,0,0,0,0,Soho,Manhattan
4508,7772,2700,2.0,1,800,3,4.0,67,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4512,376,3399,1.0,1,655,3,22.0,86,1,0,0,1,0,0,0,0,Financial District,Manhattan
4513,6350,6950,2.0,2,1273,1,9.0,31,0,1,0,1,1,0,0,0,Flatiron,Manhattan
4515,7632,4362,1.0,1,616,2,26.0,16,1,1,1,1,0,1,1,1,Flatiron,Manhattan
4516,8533,3300,2.0,1,793,8,6.0,29,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4518,9422,2050,1.0,1,550,8,1.0,106,0,1,0,0,1,1,0,1,Midtown West,Manhattan
4519,11112,5200,4.0,2,2700,1,1.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
4521,10982,4000,2.0,1,700,2,3.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4522,6030,13900,3.0,2,1980,12,5.0,9,0,0,0,0,1,0,0,0,Chelsea,Manhattan
4523,9155,4300,1.0,1,895,4,4.0,90,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
4524,8230,3340,1.0,1,650,3,15.0,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4525,6914,3655,1.0,1,586,2,14.0,99,1,1,0,1,1,1,0,0,Upper West Side,Manhattan
4526,8107,2295,1.0,1,670,2,3.0,11,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
4527,5891,3500,1.0,1,700,2,3.0,96,0,0,0,0,0,0,0,0,West Village,Manhattan
4528,8124,5950,1.0,1,967,2,30.0,11,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4529,2543,3650,0.0,1,548,1,3.0,5,0,0,1,0,0,0,0,0,Chelsea,Manhattan
4530,10353,4344,1.0,1,586,3,2.0,16,1,0,0,0,0,1,0,0,Chelsea,Manhattan
4531,5379,2800,1.0,1,600,11,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4533,2312,3495,1.0,1,700,3,8.0,88,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4534,7496,2700,1.0,1,650,1,5.0,54,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4535,4183,5000,1.0,1,620,4,3.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4536,10218,8500,2.0,2,1377,6,17.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4538,4603,2100,1.0,1,505,5,2.0,2,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4539,805,6000,2.0,2,1166,2,12.0,58,0,0,1,1,1,0,0,0,Midtown East,Manhattan
4540,5782,4200,1.0,1,601,3,10.0,29,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4541,7677,6395,2.0,2,1000,4,6.0,7,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4542,4369,3250,0.0,1,650,7,2.0,84,0,0,0,1,0,0,0,0,Chelsea,Manhattan
4543,1699,4027,1.0,1,592,4,10.0,19,1,0,0,0,0,1,0,0,Upper West Side,Manhattan
4544,9168,2850,2.0,1,700,7,5.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4545,1061,8500,2.0,2,1215,5,30.0,84,0,0,0,1,1,0,0,1,Upper West Side,Manhattan
4546,5348,4260,1.0,1,664,2,11.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4547,10525,4009,1.0,1,650,12,12.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4548,4963,6150,2.0,2,1500,3,3.0,94,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4549,2410,3850,1.0,1,655,1,8.0,12,0,1,1,1,1,1,0,1,Flatiron,Manhattan
4550,6891,4500,1.0,1,768,2,48.0,9,0,0,0,1,1,1,0,0,Midtown West,Manhattan
4552,4011,4990,1.0,1,697,2,26.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4553,683,5500,1.0,2,1467,9,7.0,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4554,11190,9000,1.0,1,1450,4,11.0,89,0,1,1,1,1,1,0,1,Midtown,Manhattan
4555,3883,3800,0.0,1,448,10,4.0,116,1,0,0,0,0,0,0,0,West Village,Manhattan
4556,2889,10000,3.0,2,1612,3,31.0,11,0,0,0,0,0,0,0,0,Flatiron,Manhattan
4557,8907,3350,3.0,2,1300,3,3.0,96,0,1,0,1,1,0,1,0,Inwood,Manhattan
4559,10761,2500,0.5,1,600,2,2.0,57,0,1,0,1,1,0,1,1,Midtown East,Manhattan
4560,8060,4055,1.0,1,804,5,15.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4561,1232,3400,1.0,1,850,3,6.0,87,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4562,5885,1925,1.0,1,650,2,1.0,92,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4564,5931,7500,2.0,2,1400,5,8.0,9,0,0,1,0,1,0,1,1,Midtown,Manhattan
4565,4906,2100,0.0,1,408,3,6.0,106,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4566,4385,4965,1.0,1,688,2,3.0,8,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4567,10855,3050,0.0,1,600,10,32.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4568,10753,10900,2.0,2,1589,1,2.0,13,0,0,0,1,1,1,0,1,Soho,Manhattan
4573,6655,2950,1.0,1,550,9,16.0,36,0,0,0,1,1,0,0,0,Midtown East,Manhattan
4574,7092,3150,0.0,1,545,2,12.0,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4575,411,1450,0.0,1,450,3,1.0,90,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
4576,6524,2395,0.0,1,390,8,5.0,28,1,1,1,1,1,0,0,1,Midtown West,Manhattan
4577,6492,4450,1.0,1,1122,4,7.0,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4578,1863,4850,1.0,1,936,1,3.0,52,1,0,0,0,0,0,0,0,East Village,Manhattan
4579,7808,3662,1.0,1,643,4,15.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4580,4339,8995,1.0,2,1553,4,7.0,110,0,1,1,1,1,1,0,1,Tribeca,Manhattan
4582,7783,3399,2.0,1,895,4,2.0,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4583,5482,15000,3.0,3,2000,2,12.0,53,0,0,0,1,0,1,1,0,Central Park South,Manhattan
4584,5855,4000,1.0,1,783,1,19.0,33,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4585,2221,4200,1.0,1,750,1,3.0,29,0,0,0,1,1,0,0,0,Midtown West,Manhattan
4588,9429,3500,1.0,1,768,3,9.0,53,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4589,10069,2500,2.0,1,900,4,4.0,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4590,7567,2550,0.0,1,481,5,4.0,116,0,1,0,0,0,1,0,0,Upper West Side,Manhattan
4591,176,4965,1.0,1,814,1,7.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4592,3382,2550,0.0,1,475,6,4.0,55,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4593,2100,6520,2.0,2,1286,43,4.0,8,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4596,2097,4650,1.0,1,781,6,10.0,8,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
4597,8754,6850,2.0,2,1404,43,6.0,10,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
4600,3325,3400,1.0,1,602,7,29.0,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4602,8544,2050,0.0,1,450,8,1.0,96,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4603,4539,2350,0.0,1,425,7,3.0,27,1,0,0,0,0,0,0,0,East Village,Manhattan
4604,1473,16000,3.0,3,2408,5,31.0,3,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4605,9079,3428,1.0,1,595,9,6.0,86,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4606,1031,17900,3.0,2,3680,4,11.0,106,0,0,1,1,1,0,0,0,Midtown West,Manhattan
4608,1551,9150,2.0,2,1410,5,6.0,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4611,1198,4020,1.0,1,750,3,22.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
4612,11187,1895,1.0,1,725,1,1.0,0,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4613,5517,4330,1.0,1,664,2,18.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
4614,6081,4430,1.0,1,884,5,26.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4615,6918,4930,1.0,1,582,7,9.0,5,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4618,1752,6250,2.0,2,976,1,9.0,31,0,0,1,1,1,1,0,1,Flatiron,Manhattan
4620,9842,1850,2.0,1,520,4,2.0,96,1,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
4621,7445,3950,0.0,1,600,2,6.0,77,1,1,0,1,0,0,0,0,Chelsea,Manhattan
4622,9874,2850,0.0,1,450,3,12.0,30,1,0,0,0,0,0,0,0,Midtown,Manhattan
4623,5442,5000,1.0,1,779,7,31.0,6,0,1,0,1,1,1,1,0,Midtown South,Manhattan
4625,5454,6995,1.0,1,1000,4,3.0,116,0,0,0,0,1,0,0,0,Nolita,Manhattan
4627,184,8500,2.0,2,1242,2,29.0,10,0,1,1,1,1,1,0,1,Chelsea,Manhattan
4629,8419,2700,2.0,1,850,1,4.0,96,0,1,0,1,1,1,0,0,East Harlem,Manhattan
4630,7835,3195,0.0,1,506,5,9.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4632,2880,6400,1.0,1,756,1,3.0,11,0,0,0,0,0,0,0,0,Soho,Manhattan
4635,3318,2900,1.0,1,750,4,2.0,61,1,0,0,1,1,1,0,0,Midtown East,Manhattan
4636,7443,4000,1.0,1,725,2,38.0,29,0,0,1,1,1,0,1,0,Midtown,Manhattan
4637,11286,8760,2.0,2,1386,4,32.0,11,0,1,1,1,1,1,0,1,Midtown East,Manhattan
4639,5732,3720,0.0,1,818,4,11.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
4640,9236,5995,2.0,2,1206,2,19.0,120,1,0,0,1,1,1,0,1,Financial District,Manhattan
4641,9101,9450,4.0,2,3000,2,8.0,111,1,0,0,0,1,1,0,0,Midtown,Manhattan
4643,2936,7500,2.0,2,1236,1,8.0,29,1,0,0,1,1,1,0,1,Midtown West,Manhattan
4644,3418,5700,1.0,1,693,3,3.0,56,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4645,4731,3500,1.0,1,717,5,14.0,10,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
4646,2510,8750,2.0,2,1339,43,33.0,8,1,0,1,1,1,1,0,1,Battery Park City,Manhattan
4647,1672,20000,3.0,3,2400,10,57.0,27,0,1,0,0,1,0,0,0,Midtown East,Manhattan
4648,10914,4850,3.0,2,1400,3,4.0,52,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4650,7314,16995,3.0,3,2153,5,12.0,37,1,0,0,1,0,0,0,0,Upper West Side,Manhattan
4651,11175,2700,2.0,1,937,2,5.0,8,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4653,6155,4625,2.0,2,915,3,6.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4655,5242,4995,2.0,1,927,11,8.0,31,0,1,1,1,1,0,0,1,Upper East Side,Manhattan
4658,5314,7011,2.0,2,1293,4,12.0,57,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4659,2811,3950,1.0,1,841,2,12.0,85,1,0,1,1,1,0,0,0,Upper West Side,Manhattan
4660,10712,4200,3.0,2,775,3,5.0,55,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4662,1839,4299,2.0,1,925,2,11.0,57,0,1,1,1,1,1,0,1,Gramercy Park,Manhattan
4664,5063,12195,3.0,3,1789,4,22.0,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4665,3319,5995,2.0,1,950,3,1.0,116,1,0,0,0,0,0,0,0,East Village,Manhattan
4667,5610,3095,1.0,1,750,3,3.0,51,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4668,3604,6350,3.0,2,1126,10,3.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4670,1613,3950,1.0,1,667,4,6.0,37,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4671,4160,2500,1.0,1,550,9,9.0,59,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
4672,4775,8950,2.0,2,2002,2,7.0,105,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4674,6270,2595,2.0,1,600,8,2.0,91,0,0,1,0,1,1,0,1,Upper East Side,Manhattan
4675,5797,1700,1.0,1,780,3,2.0,90,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
4676,8911,2495,0.0,1,484,5,11.0,56,0,0,1,1,0,0,1,1,Midtown East,Manhattan
4677,8633,4595,1.0,1,750,3,5.0,96,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4678,3734,3589,1.0,1,964,5,5.0,101,0,1,1,1,1,1,0,1,Upper East Side,Manhattan
4679,9614,3250,1.0,1,700,8,6.0,15,0,1,1,0,1,1,0,0,Midtown East,Manhattan
4680,337,5995,1.0,1,1100,3,4.0,105,0,1,0,1,1,0,0,0,Chelsea,Manhattan
4681,9746,7509,2.0,2,1109,2,39.0,16,1,0,1,0,0,1,0,0,Flatiron,Manhattan
4682,855,3200,0.0,1,541,2,2.0,105,0,1,0,1,1,0,0,0,Chelsea,Manhattan
4683,6554,4390,1.0,1,885,2,37.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4687,3216,4525,3.0,1,900,7,8.0,38,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
4688,1903,8300,3.0,2,1400,5,4.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4689,5127,2295,0.0,1,450,4,1.0,101,0,0,0,0,0,1,0,0,West Village,Manhattan
4690,8604,4640,2.0,2,846,6,12.0,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4691,7406,7285,2.0,2,1350,9,5.0,86,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4693,5079,4575,1.0,1,730,3,14.0,89,1,0,1,1,1,0,0,1,Upper East Side,Manhattan
4694,10518,6995,2.0,2,1306,2,8.0,28,1,0,1,0,1,1,1,0,Battery Park City,Manhattan
4695,4134,2295,2.0,1,800,4,5.0,86,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
4696,3241,8995,3.0,2,1400,10,10.0,27,0,0,0,0,1,0,0,0,Chelsea,Manhattan
4697,10709,3300,1.0,1,833,6,8.0,58,0,1,0,0,0,0,0,0,Midtown East,Manhattan
4698,11298,3100,0.0,1,510,2,3.0,8,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4699,1105,3800,0.0,1,698,2,17.0,8,0,0,1,1,1,1,1,1,Financial District,Manhattan
4700,11039,13500,2.0,2,1980,6,2.0,96,0,0,0,0,0,0,0,0,West Village,Manhattan
4701,1687,3800,1.0,1,655,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4702,1892,4650,1.0,1,787,2,24.0,11,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4703,3700,4975,2.0,1,1040,2,26.0,86,1,1,1,1,1,0,0,1,Central Park South,Manhattan
4704,9970,3650,1.0,1,750,8,7.0,33,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4705,7006,5250,1.0,1,1052,4,35.0,33,0,0,0,1,0,0,1,0,Midtown,Manhattan
4707,9143,3650,1.0,1,650,2,2.0,54,0,0,0,0,0,0,0,0,Chelsea,Manhattan
4708,1760,3800,1.0,1,800,2,3.0,89,0,0,0,0,0,0,0,0,Flatiron,Manhattan
4710,2182,5999,2.0,2,1500,2,5.0,116,1,1,1,1,1,1,0,1,Financial District,Manhattan
4712,7603,5740,2.0,2,1147,7,24.0,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4714,5802,3200,1.0,1,601,2,16.0,28,0,0,1,0,0,0,0,0,Midtown West,Manhattan
4715,3121,18000,4.0,4,2712,1,27.0,89,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4716,3138,3125,1.0,1,744,6,2.0,116,0,0,1,1,1,1,0,0,Upper West Side,Manhattan
4718,6909,3988,1.0,1,630,12,14.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4719,10027,5495,1.0,2,1060,2,17.0,34,0,1,0,1,0,0,0,0,Financial District,Manhattan
4721,3886,3200,1.0,1,753,1,4.0,77,0,1,0,1,1,1,0,1,Chelsea,Manhattan
4722,7860,5500,2.0,2,1175,2,5.0,65,0,0,0,1,0,0,0,0,Midtown,Manhattan
4723,1849,9150,2.0,2,1266,1,8.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4724,10409,3995,2.0,1,890,11,11.0,43,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
4727,3529,7000,3.0,2,1158,15,30.0,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4728,7134,8000,2.0,2,1075,3,11.0,10,0,1,0,1,1,0,0,1,Chelsea,Manhattan
4731,4565,7900,2.0,2,1187,6,25.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
4732,3598,2750,0.0,1,626,12,4.0,11,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4734,6136,3225,1.0,1,603,3,10.0,15,1,0,0,0,1,1,0,1,Upper West Side,Manhattan
4735,2959,6350,2.0,2,1364,5,24.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4736,7558,4500,1.0,1,840,3,9.0,94,0,1,0,1,1,0,0,0,Midtown South,Manhattan
4738,6066,9500,3.0,2,1800,3,6.0,102,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4739,3709,8980,2.0,2,1257,4,6.0,2,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4741,536,6250,2.0,2,1100,2,20.0,89,0,0,0,0,0,0,0,0,Midtown,Manhattan
4742,8035,5555,2.0,2,939,3,26.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
4743,2545,5500,2.0,2,1200,3,3.0,96,1,0,0,0,0,0,0,0,Financial District,Manhattan
4744,5601,3760,1.0,1,884,10,21.0,27,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4745,832,4200,1.0,1,391,3,1.0,115,0,0,0,0,0,0,0,0,Soho,Manhattan
4746,307,7500,3.0,3,1326,3,4.0,38,0,1,0,1,1,0,1,1,Upper East Side,Manhattan
4747,2096,3850,1.0,1,847,2,25.0,13,1,0,0,0,0,0,0,0,Financial District,Manhattan
4748,61,4300,1.0,1,606,2,48.0,6,1,0,1,0,0,0,1,0,Financial District,Manhattan
4749,5463,3900,1.0,1,713,5,25.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4750,10352,1900,1.0,1,700,4,3.0,116,1,0,0,0,0,0,0,0,East Harlem,Manhattan
4751,2667,3399,2.0,1,750,6,1.0,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4752,6072,4195,1.0,1,670,5,3.0,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4753,2300,5400,1.0,1,840,2,22.0,11,0,1,1,0,1,1,0,1,Midtown,Manhattan
4754,99,8950,2.0,2,1429,7,46.0,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4757,644,13950,2.0,2,1452,4,4.0,10,0,1,1,1,1,0,1,0,Soho,Manhattan
4759,7975,2500,1.0,1,600,2,11.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4760,8658,9201,3.0,2,1166,1,16.0,29,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4761,6411,4145,1.0,1,814,5,32.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4763,10492,10500,3.0,2,1926,2,8.0,122,0,0,1,1,1,1,0,1,Tribeca,Manhattan
4765,5302,4925,1.0,1,727,2,26.0,0,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4766,640,1950,0.0,1,450,2,4.0,116,0,0,0,0,0,0,1,0,Upper West Side,Manhattan
4767,7049,6500,0.0,2,971,3,14.0,52,1,0,0,0,0,0,0,0,Tribeca,Manhattan
4769,5160,2392,2.0,1,749,6,3.0,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
4770,5548,3213,0.0,1,438,12,19.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4772,3139,6246,3.0,2,1276,5,16.0,52,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
4773,3681,4350,1.0,1,733,1,3.0,6,0,1,0,1,1,1,0,1,Tribeca,Manhattan
4774,8314,3181,0.0,1,533,4,22.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
4777,6369,3800,1.0,1,688,3,22.0,11,0,1,1,1,1,1,0,1,Midtown South,Manhattan
4778,2328,9500,2.0,2,1256,6,9.0,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
4780,263,16500,3.0,2,2064,5,23.0,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4781,6773,10000,2.0,2,1600,2,32.0,10,0,0,0,0,0,0,1,1,Chelsea,Manhattan
4782,3221,3800,1.0,1,646,3,24.0,11,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4783,9006,8200,2.0,1,1220,1,4.0,109,0,1,1,1,1,1,0,1,West Village,Manhattan
4784,9030,2850,1.0,1,565,6,3.0,114,0,1,1,1,1,0,0,1,Midtown East,Manhattan
4785,6766,3950,2.0,1,900,1,4.0,59,0,0,0,0,0,0,1,0,Midtown East,Manhattan
4786,6068,3750,0.0,1,686,43,4.0,8,0,0,0,0,1,0,0,0,Battery Park City,Manhattan
4787,7615,3920,0.0,1,475,3,35.0,6,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4788,7645,2850,1.0,1,480,1,15.0,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
4789,1669,10500,2.0,2,1510,5,8.0,2,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4790,6666,3670,1.0,1,659,10,9.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4791,1101,14000,3.0,2,1672,9,6.0,19,0,1,0,1,1,0,0,1,West Village,Manhattan
4792,4040,12750,2.0,2,1690,5,20.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4793,4655,9855,3.0,2,2000,1,4.0,106,1,0,0,0,0,0,0,0,Chelsea,Manhattan
4794,357,6995,1.0,2,1260,3,2.0,111,1,0,1,0,0,0,0,0,East Village,Manhattan
4796,5574,1750,1.0,1,600,5,1.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
4797,4909,2350,0.0,1,357,1,9.0,103,0,0,0,1,1,1,0,0,Midtown South,Manhattan
4798,9439,3000,0.0,1,400,3,2.0,77,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4799,6213,4800,2.0,1,900,2,4.0,106,0,0,0,1,1,0,0,1,Greenwich Village,Manhattan
4801,7576,3995,1.0,1,750,4,22.0,108,1,0,1,0,0,1,0,0,Financial District,Manhattan
4804,2818,3700,1.0,1,700,4,3.0,43,1,0,0,0,0,0,0,0,Financial District,Manhattan
4805,7205,4750,2.0,1,909,2,4.0,11,0,0,0,0,0,0,0,0,Midtown West,Manhattan
4807,5114,5900,1.5,2,1351,1,27.0,102,0,0,0,1,0,0,0,0,Financial District,Manhattan
4808,4638,2870,1.0,1,465,1,3.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4809,2930,2450,0.0,1,380,4,3.0,106,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4810,2018,2300,0.0,1,779,2,3.0,113,0,0,0,1,1,1,0,1,Central Harlem,Manhattan
4811,10135,4523,2.0,2,975,7,5.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4812,5241,2850,0.5,1,618,0,8.0,87,0,1,1,1,1,0,1,1,Financial District,Manhattan
4813,2846,10000,2.0,2,1630,1,3.0,9,0,1,0,1,1,0,0,1,Soho,Manhattan
4814,3120,20000,4.0,4,2870,1,27.0,89,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4815,1899,19950,3.0,3,2366,1,4.0,85,0,0,0,0,0,0,0,0,Tribeca,Manhattan
4816,2292,7850,2.0,2,1070,1,8.0,25,1,0,0,1,1,0,0,1,Upper West Side,Manhattan
4819,5419,5000,4.0,1,1400,1,5.0,91,1,0,0,1,1,0,0,1,Morningside Heights,Manhattan
